date,AETEC_xgboost_forecast,AMV_xgboost_forecast,ARTES_xgboost_forecast,MEDIN_xgboost_forecast,HANL_xgboost_forecast,CC_xgboost_forecast,CELL_xgboost_forecast,CIL_xgboost_forecast,CITY_xgboost_forecast,DH_xgboost_forecast,ECYCL_xgboost_forecast,GIF_xgboost_forecast,HANL_xgboost_forecast,ICF_xgboost_forecast,LNDOR_xgboost_forecast,LSTR_xgboost_forecast,MIP_xgboost_forecast,MNP_xgboost_forecast,MPBS_xgboost_forecast,NAKL_xgboost_forecast,NBL_xgboost_forecast,OTH_xgboost_forecast,PLAST_xgboost_forecast,SAH_xgboost_forecast,SAMAA_xgboost_forecast,SERVI_xgboost_forecast,SIPHA_xgboost_forecast,SITS_xgboost_forecast,SMD_xgboost_forecast,SOPAT_xgboost_forecast,SOTE_xgboost_forecast,SPDI_xgboost_forecast,STAR_xgboost_forecast,STIP_xgboost_forecast,STVR_xgboost_forecast,TINV_xgboost_forecast,TJL_xgboost_forecast,TLNET_xgboost_forecast,TLS_xgboost_forecast,TRE_xgboost_forecast,UMED_xgboost_forecast,WIFAK_xgboost_forecast
39,-0.003243421,-0.001481856,0.000997383,0.010236571,-0.008484655,-0.001772501,-0.011074105,0.009998112,0.024286509,-0.001059258,-0.002400716,-0.005729472,-0.000456691,-0.016617144,-0.015122891,-0.01084292,-0.0404122,-0.004845131,-0.004580352,5.315644e-05,-0.007556123,4.7241952e-05,0.013666989,0.001841226,0.006298844,0.000685293,0.0247463,-9.68E-05,0.016608553,0.011389826,-0.006905044,0.022515161,-0.007459535,0.014846246,0.010683171,0.11780079,0.006168969,-0.008550565,0.021484258,0.002718022,0.011729104,0.016250342
40,-0.003243421,-0.002801965,-0.00013195,-0.013425466,0.006592854,0.001498358,0.015662054,0.00220068,-0.001084792,-0.000287776,0.001831428,-0.005729472,0.000808339,0.003888693,-0.004167486,-0.048133373,-0.0404122,-0.011056153,0.008433039,-0.000383182,0.007145262,-0.007649402,-0.008900157,0.004219899,0.001411134,-0.006475593,0.024571754,0.001960139,0.010696678,0.004281005,-0.011576184,0.001543187,0.001366476,0.15855932,-0.004745873,-0.017957479,0.005693935,-0.000401703,0.003701783,0.003026992,0.007572497,0.001357019
41,-0.003243421,-0.001422649,-0.003438029,-0.031182876,0.00123298,0.001901701,0.006963869,-0.008432995,0.004045455,-0.000741874,0.008571383,-0.005729472,-0.000456691,-0.004444357,0.004206448,-0.052489333,-0.029962927,0.001125017,0.003230364,-0.000454293,0.002515096,-0.000638203,0.007145695,-0.005540902,-0.015397735,0.000472051,0.012419372,-0.000361025,-0.011452871,0.000343008,-0.004311338,0.002448449,-0.00021501,-0.038409878,0.016581109,-0.015864376,-0.002894091,0.004168766,0.000885748,-0.014104961,-0.0016925,0.003134199
42,-0.003243421,-0.001481856,0.002425013,-0.015840614,-0.004166029,-0.001369159,0.009428898,-0.000876692,-0.005557968,0.003952514,-0.008001597,-0.005729472,0.000808339,-0.006189225,-0.000728697,-0.040032893,-0.02130763,-0.013386862,-0.00555723,-1.80E-05,0.005799216,-0.003376652,-0.015471639,-0.000120886,-0.016931063,0.003235976,0.03865203,-9.68E-05,0.084725566,0.005215688,-0.002027881,-0.003615874,0.003095247,-0.021358062,0.002949848,-0.016572053,0.002552289,-0.001478218,-0.007523737,-0.024574809,0.006596785,0.003173424
43,-0.003243421,-0.002801965,0.001703341,-0.002603871,-0.003694333,-0.001772501,-0.022503417,0.006189736,0.00243492,-0.008694945,-0.000991661,-0.005729472,-0.000456691,0.000937665,-0.002240055,-0.008702922,-0.02346829,-0.014992731,0.012380702,5.315644e-05,0.002829785,0.001672918,-0.00767042,-0.00893377,0.008600166,-0.008032355,0.022041168,0.001960139,0.05219614,0.008702984,-0.007811194,0.006533937,-0.006318488,0.011432604,0.004369325,-0.016211972,-0.020297611,0.008754146,-0.013519651,-0.04889123,0.001744083,0.0012754
44,-0.003243421,-0.001422649,-0.004189334,0.002265637,-0.001163139,0.001498358,0.009908177,-0.002845661,-0.011368326,-0.000142596,-0.000787199,-0.005729472,0.000808339,0.006555255,0.003982844,-0.012009956,-0.02346829,0.006849058,0.009452513,5.315644e-05,-0.020045718,-0.004301713,-0.027155481,-0.002958672,0.003486178,0.007676481,0.01062599,-0.000361025,0.026771523,-0.001943329,-0.00022617,0.004064853,-0.004052923,0.015601228,0.001004805,0.005726437,0.016307488,-0.001271802,-0.000610513,0.013756701,0.001020069,-0.002983305
45,-0.003243421,-0.001481856,-0.003932007,0.006931022,0.012861786,0.001901701,0.006718646,0.000188969,-0.00735866,0.002886726,0.00995739,-0.005729472,-0.000456691,0.004804679,0.000381255,-0.013610378,-0.03781086,-0.00196388,0.011202074,-0.000383182,0.00237996,-0.00010204,-0.023825034,-0.002015989,-0.007419256,-0.004199841,0.027625985,-9.68E-05,-0.018414887,0.013058584,-0.007692966,0.001898633,-0.010368638,-0.015760563,0.003435606,-0.005545188,-0.00939264,-0.002508268,-0.001437486,-0.001164072,-0.004347727,0.024086073
46,-0.003243421,-0.002801965,0.009396982,-0.007633861,0.004326268,-0.001369159,-0.00280722,-4.50E-07,0.000239264,0.001385559,-0.003588221,-0.005729472,0.000808339,-0.004234262,-0.008965895,-0.001986864,-0.0404122,0.003836582,0.003543504,-0.000454293,-0.003747969,-0.009400114,-0.012458857,-6.82E-05,0.009142191,-0.001766779,0.017380115,0.001960139,-0.013126264,-0.002536493,0.006912751,-0.004055624,-0.001190341,0.023828404,0.000334228,0.001429716,-0.000630495,-0.00738441,-0.005663438,-0.003780479,0.000431894,-0.000825947
47,-0.003243421,-0.001422649,-0.013212889,-0.038270976,-0.00402341,-0.001772501,-0.005920556,0.000540564,-0.005591162,0.003429124,0.000608947,-0.005729472,-0.000456691,0.005420711,0.000513806,0.002692224,-0.0404122,-0.00416439,0.018782644,-1.80E-05,-0.001827743,-0.002342613,0.002521487,-0.003437413,-0.000202347,-0.002547129,0.024295565,-0.000361025,0.021343075,0.006144664,0.008704483,-4.11E-05,-0.002276276,-0.006107545,0.004273194,0.002830154,-0.012590956,-0.001036817,-0.006219558,-0.011333233,0.002343924,-0.027708026
48,-0.003243421,-0.001481856,-0.007070518,0.012076364,0.004793733,0.001498358,0.025650933,-0.001896146,-0.004093893,0.005397933,0.002614869,-0.005729472,0.000808339,0.015698846,0.004094161,-0.018176792,-0.029962927,0.021003986,0.01443963,5.315644e-05,0.001049027,-0.003554924,0.010495366,-0.000593679,-0.0056455,-0.006967738,0.03617948,-9.68E-05,0.015310794,0.005357075,-0.001814174,-0.004795986,-0.007927472,0.007354841,0.003266026,-0.032595478,0.013057604,-0.003123053,0.012986752,-0.011500068,-0.001183566,0.000209849
49,-0.003243421,-0.002801965,0.002284391,0.022348735,-0.011426856,0.001901701,-0.001903672,-0.001378113,-0.052843936,-0.000670885,0.004420097,-0.005729472,-0.000456691,0.005417245,0.003678343,-0.029952513,-0.02130763,0.000628084,-0.002021165,5.315644e-05,-0.002915262,-0.000109338,0.03818538,-0.001858634,-0.005704897,0.0062044,0.017461384,0.001960139,0.001545922,0.004279405,0.00344191,0.002985512,0.002943584,0.039848182,0.001708896,-0.035578925,0.008298547,-0.001697063,-0.013244597,-0.013862095,0.003569592,-0.010009282
50,-0.003243421,-0.001422649,-0.007799885,-0.006378042,0.012265922,-0.001369159,-0.008092829,-0.002866374,-0.018331392,-0.002726418,-0.000855327,-0.005729472,0.000808339,0.00837547,0.003462299,-0.018612284,-0.02346829,-0.005636411,0.000251001,-0.000383182,0.00093116,-0.004256343,0.008271772,-0.003363034,0.004607619,-0.003951428,0.024462685,-0.000361025,-0.016599357,0.004656733,-0.008218351,-0.012391661,0.004616381,-0.029434016,-0.002740167,-0.016986404,-0.017402835,-0.000941487,0.001706717,0.003326149,-0.001528826,0.002741591
51,-0.003243421,-0.001481856,-7.35E-05,-0.010134781,0.00303629,-0.001772501,-0.008058324,0.043745127,0.002258242,0.000548032,0.000307643,-0.005729472,-0.000456691,0.029331388,0.007302849,-0.03262925,-0.02346829,-0.002935336,0.001276929,-0.000454293,0.019011877,-0.004002552,-0.002759511,-0.002622227,-0.008614921,-0.008896949,0.028578894,-9.68E-05,0.012814847,0.002076611,-0.015426491,0.006936502,0.003691178,-0.003658547,0.022438237,0.004360306,0.011422734,-0.007040584,-0.006836106,-0.015629895,-0.005150729,0.000341927
52,-0.003243421,-0.002801965,0.005470828,-0.006481156,-0.002876805,0.001498358,-0.013699058,-0.001027823,-0.002505471,0.001531052,0.000938121,-0.005729472,0.000808339,0.003427528,0.001718034,-0.028263433,-0.03781086,-0.0083275,-0.000297198,-1.80E-05,0.02062516,-0.007328952,-0.001829857,-0.006269756,0.00069558,0.002279127,0.018285869,0.001960139,0.019022837,0.001333009,0.001525209,0.025004175,0.001651834,-0.001342306,0.00065719,-0.003876067,-0.007213065,0.004571252,-0.008719922,0.005351346,0.005669402,0.006258594
53,-0.003243421,-0.001422649,-0.006806566,0.002454473,0.002976561,0.001901701,0.004473025,-0.001340048,-0.04074332,-0.002703098,-0.001445586,-0.005729472,-0.000456691,0.010477701,-0.003512467,0.011947589,-0.0404122,-0.020004518,-0.003403999,5.315644e-05,0.012284686,-0.001300781,-0.002746254,-0.006157141,0.001395215,-0.00273482,0.023171341,-0.000361025,0.010981185,0.000994324,-0.003904492,0.014028783,0.009655195,0.01643758,-0.011525913,-0.004388497,-0.010343893,-0.006779745,-0.005514869,0.003480621,0.002379898,0.00397939
54,-0.003243421,-0.001481856,0.004296734,-0.011989098,0.001970713,-0.001369159,-0.001247476,0.00207998,0.001252568,-0.00057209,0.001023233,-0.005729472,0.000808339,0.004716425,-0.002124869,0.0254997,-0.0404122,-0.018464115,0.005141522,5.315644e-05,0.010363348,0.000345635,0.007030494,-0.00077986,-0.003834821,0.003110382,0.028164608,-9.68E-05,-0.01673336,0.002076611,0.003634425,0.008227062,-2.61E-05,-0.008419426,0.00417248,-0.009908232,-0.006100302,0.001492248,0.012852788,-0.016598852,-0.002922792,5.3562093e-05
55,-0.003243421,-0.002801965,-0.001196,0.000444828,0.008963197,-0.001772501,0.00017504,-0.007933331,0.011590466,7.912236e-05,-0.000192963,-0.005729472,-0.000456691,-0.002414777,-0.020957775,-0.00343277,-0.029962927,-0.007302245,-0.004099491,-0.000383182,0.005033481,0.000221278,0.007792477,-0.003092561,-0.006385549,-0.006271067,0.018821312,0.001960139,0.001346562,0.002076611,-0.017994573,-0.006972278,0.00779961,0.045799915,-0.003143595,-0.021629788,0.012689238,-0.003619839,0.004673286,0.007249483,-0.00879415,0.007325718
56,-0.003243421,-0.001422649,-0.038667403,-0.022857165,-0.004034393,0.001498358,0.00111973,-0.016615495,-0.005896959,-0.001612038,0.001349195,-0.005729472,0.000808339,0.02048143,-0.006130169,0.011327608,-0.02130763,0.011611837,0.000271253,-0.000454293,0.010843279,0.002542763,0.005359744,-0.005037169,6.0442937e-05,0.004029033,0.024822973,-0.000361025,0.037993275,0.002076611,0.025083985,0.00910451,-0.002226128,0.000262237,-0.00159395,-0.018050626,-0.008230835,-0.000951612,-0.000441528,0.010991076,0.002130204,0.016733997
57,-0.003243421,-0.001481856,0.007736926,0.028565535,-0.001548493,0.001901701,0.002463423,-0.002744516,-0.012071277,-0.001835806,0.001935299,-0.005729472,-0.000456691,-0.003459924,-0.004775575,0.011910233,-0.02346829,0.001892496,-0.004823367,-1.80E-05,-0.002797376,0.00413888,-0.019238578,-0.000117425,-0.003797081,0.011227053,0.026606705,-9.68E-05,0.01634506,0.002076611,-0.004738566,0.011106334,-0.001787835,-0.021155626,0.003466769,0.013743234,0.003574439,-0.000880371,-0.001890097,-0.007646242,-0.004138653,0.002356648
58,-0.003243421,-0.002801965,0.006292136,-0.004604303,0.013446985,-0.001369159,-0.001085597,0.030768787,0.006529299,0.000312473,-0.00346483,-0.005729472,0.000808339,-0.008225839,-0.009918482,0.015941225,-0.02346829,-0.001127242,-0.014652562,5.315644e-05,-0.018462894,-0.000727099,-0.023671677,-0.000980807,0.002724309,-0.01351529,0.027943842,0.001960139,-0.003190642,0.002076611,0.000354325,0.006068737,-0.010009443,0.023445645,0.010622691,-0.015339327,-0.029721085,-0.006903981,0.000972624,0.008320863,0.001083496,0.000139711
59,-0.003243421,-0.001422649,0.000617201,1.0227507e-05,0.0212596,-0.001772501,-0.003561696,0.002719704,0.004928995,-0.00340802,0.01577663,-0.005729472,-0.000456691,-0.004426397,-0.014125022,-0.008268476,-0.03781086,0.051147636,-0.007463707,5.315644e-05,0.002649498,-0.003326849,-0.003582564,-0.005227009,-0.0011994,0.004116071,0.019665807,-0.000361025,-0.018841222,0.002076611,-0.000742413,0.010451965,-0.002850135,-0.02570163,0.001841314,-0.001760236,0.00459113,0.001812106,0.010485685,0.015033946,-0.009746376,0.000964126
60,-0.003243421,-0.001481856,0.004854688,-0.015315429,-0.003773144,0.001498358,-0.006884573,0.000659641,0.001462987,0.001655496,0.009586238,-0.005729472,0.000808339,-0.012781,0.007372364,-0.040235143,-0.0404122,-0.008404423,0.003386883,-0.000383182,0.014707981,-0.000689322,-0.0153319,-0.000582921,-0.008802389,-0.00893274,0.022983689,-9.68E-05,-0.000241679,0.002076611,0.01049468,-0.000312384,-0.007986999,-0.008956785,0.001263429,-0.006351552,-0.014318834,-0.006415286,-0.001832007,0.01802024,0.009370478,0.005116875
61,-0.003243421,-0.002801965,0.003278533,0.025270436,-0.005784384,0.001901701,-0.014762769,0.001685746,0.004026602,-0.00143753,0.005355332,-0.005729472,-0.000456691,0.001799229,-0.002457853,-0.014437032,-0.0404122,-0.023453072,0.012045442,-0.000454293,0.0053441,-0.003447866,0.001640837,-0.000126226,0.002057915,0.003597147,0.021278767,0.001960139,0.028471474,0.002076611,0.006465817,-0.001214938,0.000926921,0.001341481,0.008093847,-0.05063611,0.001131549,0.002195098,-0.016816365,-0.010430778,0.001158592,-0.00134324
62,-0.003243421,-0.001422649,0.010219739,-0.031194713,-0.006160695,-0.001369159,9.95611e-05,-0.000849803,0.007977903,-0.004458235,0.004843903,-0.005729472,0.000808339,-0.002206169,0.011236902,-0.007229297,-0.029962927,-0.005240711,0.00038917,-1.80E-05,0.006794995,-0.005705544,0.03611096,-0.00462716,-0.002094303,0.002478614,0.007334433,-0.000361025,0.022464873,0.002076611,0.008870198,0.002196833,0.014123224,0.002605177,-0.000929174,0.12715863,-0.027538314,-0.007829096,0.005918486,-0.008072983,-0.007895863,-0.001607482
63,-0.003243421,-0.001481856,0.007888923,0.021530658,0.012925217,-0.001772501,0.009615606,-0.001258845,0.008685795,-0.001281309,-0.002388946,-0.005729472,-0.000456691,-0.005824385,-0.005426452,-0.006286978,-0.02130763,-0.01604307,0.013245898,5.315644e-05,0.003082369,-0.006678983,0.006031775,-0.002341219,-0.004555194,0.002793156,0.022990553,-9.68E-05,0.030229853,0.002076611,-0.004538136,-0.001874685,0.000215849,0.003358974,0.001728937,-0.050869707,-0.01069859,-0.000553556,0.005627573,-0.011882709,-0.01613103,0.000475259
64,-0.003243421,-0.002801965,0.002495013,-0.01614877,-0.01217922,0.001498358,0.011657469,0.021970185,0.001670013,-0.00456219,-0.004857516,-0.005729472,0.000808339,0.001267666,0.001281373,-0.027413236,-0.02346829,0.005259562,0.002680428,5.315644e-05,0.010362878,0.00598509,-0.014497555,0.001356761,0.004740301,0.002278114,0.018137371,0.001960139,-0.032755364,0.002076611,-0.005421814,0.011279732,-0.005224431,0.02915254,0.002043665,-0.042584594,0.012994072,-0.005030184,-0.00470688,-0.009785181,0.006382526,0.005069713
65,-0.003243421,-0.001422649,-0.001439777,0.019279372,0.003551703,0.001901701,0.004106512,0.002024856,-0.000391653,-0.000154307,-0.000244544,-0.005729472,-0.000456691,0.000412046,0.002018416,-0.010322405,-0.02346829,-0.000298656,0.000442527,-0.000383182,-0.009940336,7.994267e-05,0.00404959,-0.003219215,0.001544142,-0.001228355,0.025622856,-0.000361025,-0.006392751,0.002076611,0.006300191,-0.000421312,0.012036787,-0.008227617,0.00242773,-0.070969604,-0.004734306,-0.004145749,-0.008083828,-0.009625307,-0.005258617,-0.00450282
66,-0.003243421,-0.001481856,-0.005011641,0.003087381,-0.006408338,-0.001369159,-0.002058247,-0.006794661,0.004667255,0.00119632,-0.001555872,-0.005729472,0.000808339,0.000916406,0.007385183,0.001560123,-0.03781086,0.008212403,0.017048929,-0.000454293,-0.001524344,-0.004890562,0.009295399,-0.002046114,-0.008152803,-0.003955017,0.02884082,-9.68E-05,0.030082168,0.002076611,-0.009845114,-0.002125016,0.007649502,0.02548301,2.9058978e-05,-0.055223588,-0.005108561,-0.000698981,0.00397217,0.005031407,-0.002008947,-0.000677658
67,-0.003243421,-0.002801965,-0.004260873,0.003124485,-0.00571513,-0.001772501,0.001609743,-0.005417656,-0.004824408,-0.000850928,0.00591223,-0.005729472,-0.000456691,0.001584361,0.004450812,-0.028314153,-0.0404122,0.010856169,0.00368191,-1.80E-05,-0.005079392,-0.001284846,-0.021062331,5.6772184e-05,0.001380566,-0.006022029,0.016136834,0.001960139,-0.008752964,0.002076611,-0.00928053,0.004425312,0.000875011,0.003281036,0.001533864,0.09322795,0.02825838,-0.006624702,0.018530564,0.011803813,-0.000609809,-0.004244761
68,-0.003243421,-0.001422649,-0.002951837,-0.018888092,0.002837911,0.001498358,-0.010146008,0.03841924,-0.000701687,-0.000250467,-0.004036898,-0.005729472,0.000808339,0.002410203,0.011143927,0.0141809,-0.0404122,0.024102429,0.003173515,5.315644e-05,0.006763612,0.013480388,-0.020633914,-0.004997484,-0.001028189,0.000307673,0.028147183,-0.000361025,0.001159343,0.002076611,0.012729529,-0.001136084,0.007144432,0.073325634,0.005541455,-0.041630916,0.005254325,0.008988695,0.002525328,0.01230336,0.00464523,-0.00145137
69,-0.003243421,-0.001481856,-0.005784743,0.040485017,-0.0020595,0.001901701,0.006874058,-0.006027353,-0.006179199,0.001887834,-0.003731026,-0.005729472,-0.000456691,0.00568028,-0.001536908,0.018919023,-0.029962927,-0.002656424,-0.003690666,5.315644e-05,-0.007214223,-0.005425375,-0.009394558,-0.002130425,0.006405604,0.011227053,0.02450864,-9.68E-05,-0.013527688,0.002076611,-0.01167904,0.002333996,0.008794335,0.008092999,0.003804103,-0.023123471,-0.002325304,-0.003969763,-0.000229731,-0.001291262,0.006703701,-0.000942563
70,-0.003243421,-0.002801965,-0.002254409,-0.020704754,0.015180033,-0.001369159,0.004041705,0.002278523,0.002667615,-0.005132959,-0.000587507,-0.005729472,0.000808339,-0.0011973,0.007248116,-0.03303591,-0.02130763,0.00030839,0.005706135,-0.000383182,0.004317277,0.008009069,-0.020805849,-0.009060735,-0.002430539,-0.013820575,0.029259285,0.001960139,-0.033521734,0.002076611,-0.004570369,-0.003841428,0.001583915,0.061696418,0.005936562,-0.004207035,-0.018440714,-0.002215107,-0.006656598,-0.002656949,-0.002053786,0.007294028
71,-0.003243421,-0.001422649,0.002608168,0.002236949,-0.008113684,-0.001772501,0.001474097,-0.003172358,0.005964659,-0.006069089,-0.001698829,-0.005729472,-0.000456691,0.000162866,-0.005435262,0.012283608,-0.02346829,0.002936825,0.001242849,-0.000454293,0.009709185,0.003812686,-0.026781544,-0.00517013,-5.54E-05,-0.005062351,0.03345398,-0.000361025,0.010082775,0.002076611,0.002066808,0.001888776,-0.000134807,-0.022220869,0.002590899,-0.03922838,0.003542979,0.002682143,0.006402389,0.002341216,-0.004978832,-0.008390005
72,-0.003243421,-0.001481856,-0.017669939,-0.007389663,-0.000961126,0.001498358,0.01139897,0.03874221,0.003419809,-0.006776969,0.003220304,-0.005729472,0.000808339,0.022839442,-0.013684036,0.017146386,-0.02346829,-0.034557782,-0.0030544,-1.80E-05,0.000165755,0.012838093,0.03401079,-0.00066797,-0.000410928,-0.001586561,0.02965483,-9.68E-05,-0.000620111,0.002076611,-0.008246282,-0.012470678,0.021576717,0.018553086,0.009152627,0.12000523,0.00465868,-0.007800386,-0.009375759,-0.019368483,-0.003548069,0.001814254
73,-0.003243421,-0.002801965,0.002067866,-0.002338021,0.017362399,0.001901701,-0.000271346,-0.015678935,0.004225414,-0.003079492,-0.005191056,-0.005729472,-0.000456691,0.00987465,0.003892612,0.001280483,-0.03781086,-0.021652803,-0.001116814,5.315644e-05,0.005583094,0.001426882,0.000420974,0.000458925,-0.003988002,0.013187373,0.020409537,0.001960139,0.002731725,0.002076611,-0.004840948,-0.000299629,-0.002270559,0.003780758,-0.006779136,0.018982207,0.000127187,-0.005820983,-0.003572407,-0.00441478,-0.003226002,0.000727567
74,-0.003243421,-0.001422649,0.016289948,0.010429338,0.000123295,-0.001369159,-0.000765969,0.002662521,0.005367376,0.007385268,-0.005607565,-0.005729472,0.000808339,-0.000108304,0.001284373,-0.008484428,-0.0404122,-0.012127445,0.006347184,5.315644e-05,-0.017601084,-0.003961941,-0.018278474,-0.003063259,0.009423449,-0.000666639,0.017709212,-0.000361025,-0.013564474,0.002076611,0.003929348,-0.002873029,-0.011629736,0.048665345,-0.001780479,0.013400062,-0.000730914,-0.00288397,-0.007463525,-0.001351588,-0.010764889,0.00327001
75,-0.003243421,-0.001481856,-0.000234405,-0.008424761,0.017368464,-0.001772501,-0.003751324,-0.004530638,0.005291942,0.002179537,0.000652535,-0.005729472,-0.000456691,0.003340539,0.006137256,-0.013824946,-0.0404122,0.002186795,-0.004094528,-0.000383182,-0.000708513,-0.00183302,0.04461848,-0.006673656,-0.002095969,-0.001761577,0.024075815,-9.68E-05,0.027534327,0.002076611,0.01006691,0.010986263,0.007836448,0.032049615,0.003542603,-0.00897156,0.001882725,0.004553886,0.005809424,-0.004532062,-0.004722846,-0.002062956
76,-0.003243421,-0.002801965,0.007205958,-0.04006189,-0.008079908,0.001498358,-0.002330898,0.040361293,-0.004412494,0.002701693,-0.003825113,-0.005729472,0.000808339,-7.45E-05,0.001896911,-0.006789128,-0.029962927,0.008067795,0.000172574,-0.000454293,-0.005758307,-0.006115236,-0.007819395,-0.000287704,-0.010907702,0.001312135,0.010655846,0.001960139,0.01406556,0.002076611,0.00369748,0.002990674,0.001281657,0.011765809,0.00324123,-0.016852565,0.004791072,-0.007785868,0.009385568,0.002773725,0.001532299,0.000101154
77,-0.003243421,-0.001422649,0.01139384,-0.032958545,-0.003016086,0.001901701,-0.006409061,-0.016382422,-0.007823629,-0.002373536,-0.003536931,-0.005729472,-0.000456691,0.002974237,0.003653024,-0.006987962,-0.02130763,0.029110307,0.002259828,-1.80E-05,-0.00279824,-0.003071598,-0.028123328,-0.001375092,-0.003046711,-0.011003125,0.025373409,-0.000361025,0.0171877,0.002076611,-0.00499689,0.006961312,-0.005732367,0.10789354,-0.001844829,0.005461906,0.008756707,-0.003037348,-0.004952028,0.013331924,-0.002948376,0.009712362
78,-0.003243421,-0.001481856,0.001740742,-0.002809107,0.030351609,-0.001369159,-0.006354298,0.006656929,-0.000829417,-0.004264226,-0.002643275,-0.005729472,0.000808339,0.003265902,8.071417e-05,-0.015808359,-0.02346829,-0.006144154,9.8793025e-05,5.315644e-05,-0.002460301,0.004740765,0.018641502,-0.003203322,-0.002668929,-0.00067431,0.030852478,-9.68E-05,-0.026280835,0.002076611,0.000290362,-0.014842359,-0.00054592,0.010415105,0.003049291,-0.01016794,0.008426961,0.001313418,-0.00770014,-0.006882881,-0.008788766,-0.002009913
79,-0.003243421,-0.002801965,0.00538458,-0.008580551,-0.006766988,-0.001772501,-0.00242788,0.006388411,0.002945388,0.001855307,-0.004735573,-0.005729472,-0.000456691,0.000772913,0.003387113,-0.022727175,-0.02346829,-0.005432798,0.001330104,5.315644e-05,0.015815938,-0.007118717,-0.007379152,-0.00838012,-0.002781774,-0.004256878,0.020608265,0.001960139,0.002213167,0.002076611,-0.004242268,0.001131567,0.012533789,0.055025663,0.002059462,0.011174456,0.002619088,-0.002870491,-6.99E-05,-0.005146368,0.005608097,-0.004892683
